SWMM5 LID Report File

Project:  
LID Unit: GreenRoof in Subcatchment FS10

                    	  Elapsed	    Total	    Total	  Surface	 Pavement	     Soil	  Storage	  Surface	    Drain	  Surface	 Pavement	     Soil	  Storage
                    	     Time	   Inflow	     Evap	    Infil	     Perc	     Perc	    Exfil	   Runoff	  OutFlow	    Level	    Level	 Moisture	    Level
Date        Time    	    Hours	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	   inches	   inches	  Content	   inches
----------- --------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------
 01/11/2009 10:00:00	  119.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.095
 01/11/2009 10:05:00	  119.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.093
 01/11/2009 10:10:00	  119.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.092
 01/11/2009 10:15:00	  119.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.091
 01/11/2009 10:20:00	  119.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.090
 01/11/2009 10:25:00	  119.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.089
 01/11/2009 10:30:00	  119.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.087
 01/11/2009 10:35:00	  120.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.086
 01/11/2009 10:40:00	  120.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.085
 01/11/2009 10:45:00	  120.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.084
 01/11/2009 10:50:00	  120.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.083
 01/11/2009 10:55:00	  120.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.082
 01/11/2009 11:00:00	  120.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.081
 01/11/2009 11:05:00	  120.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.080
 01/11/2009 11:10:00	  120.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.079
 01/11/2009 11:15:00	  120.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.078
 01/11/2009 11:20:00	  120.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.077
 01/11/2009 11:25:00	  120.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.076
 01/11/2009 11:30:00	  120.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.075
 01/11/2009 11:35:00	  121.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.074
 01/11/2009 11:40:00	  121.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.074
 01/11/2009 11:45:00	  121.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.073
 01/11/2009 11:50:00	  121.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.072
 01/11/2009 11:55:00	  121.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.071
 01/11/2009 12:00:00	  121.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.070
 01/11/2009 12:05:00	  121.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.070
 01/11/2009 12:10:00	  121.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.069
 01/11/2009 12:15:00	  121.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.068
 01/11/2009 12:20:00	  121.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.067
 01/11/2009 12:25:00	  121.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.067
 01/11/2009 12:30:00	  121.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.066
 01/11/2009 12:35:00	  122.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.065
 01/11/2009 12:40:00	  122.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.064
 01/11/2009 12:45:00	  122.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.064
 01/11/2009 12:50:00	  122.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.063
 01/11/2009 12:55:00	  122.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.062
 01/11/2009 13:00:00	  122.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.062
 01/11/2009 13:05:00	  122.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.061
 01/11/2009 13:10:00	  122.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.061
 01/11/2009 13:15:00	  122.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.060
 01/11/2009 13:20:00	  122.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.059
 01/11/2009 13:25:00	  122.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.059
 01/11/2009 13:30:00	  122.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.058
 01/11/2009 13:35:00	  123.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.058
 01/11/2009 13:40:00	  123.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.057
 01/11/2009 13:45:00	  123.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.056
 01/11/2009 13:50:00	  123.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.056
 01/11/2009 13:55:00	  123.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.055
 01/11/2009 14:00:00	  123.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.055
 01/11/2009 14:05:00	  123.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.054
 01/11/2009 14:10:00	  123.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.054
 01/11/2009 14:15:00	  123.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.053
 01/11/2009 14:20:00	  123.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.053
 01/11/2009 14:25:00	  123.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.052
 01/11/2009 14:30:00	  123.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.052
 01/11/2009 14:35:00	  124.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.051
 01/11/2009 14:40:00	  124.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.051
 01/11/2009 14:45:00	  124.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.051
 01/11/2009 14:50:00	  124.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.050
 01/11/2009 14:55:00	  124.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.050
 01/11/2009 15:00:00	  124.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.049
 01/11/2009 15:05:00	  124.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.049
 01/11/2009 15:10:00	  124.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.048
 01/11/2009 15:15:00	  124.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.048
 01/11/2009 15:20:00	  124.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.047
 01/11/2009 15:25:00	  124.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.047
 01/11/2009 15:30:00	  124.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.047
 01/11/2009 15:35:00	  125.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.046
 01/11/2009 15:40:00	  125.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.046
 01/11/2009 15:45:00	  125.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.046
 01/11/2009 15:50:00	  125.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.045
 01/11/2009 15:55:00	  125.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.045
 01/11/2009 16:00:00	  125.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.044
 01/11/2009 16:05:00	  125.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.044
 01/11/2009 16:10:00	  125.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.044
 01/11/2009 16:15:00	  125.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.043
 01/11/2009 16:20:00	  125.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.043
 01/11/2009 16:25:00	  125.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.043
 01/11/2009 16:30:00	  125.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.042
 01/11/2009 16:35:00	  126.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.042
 01/11/2009 16:40:00	  126.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.042
 01/11/2009 16:45:00	  126.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.041
 01/11/2009 16:50:00	  126.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.041
 01/11/2009 16:55:00	  126.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.041
 01/11/2009 17:00:00	  126.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.040
 01/11/2009 17:05:00	  126.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.040
 01/11/2009 17:10:00	  126.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.040
 01/11/2009 17:15:00	  126.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
 01/11/2009 17:20:00	  126.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
 01/11/2009 17:25:00	  126.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
 01/11/2009 17:30:00	  126.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
 01/11/2009 17:35:00	  127.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.038
 01/11/2009 17:40:00	  127.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.038
 01/11/2009 17:45:00	  127.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.038
 01/11/2009 17:50:00	  127.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.037
 01/11/2009 17:55:00	  127.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.037
 01/12/2009 02:30:00	  135.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.330	    0.020
 01/12/2009 02:35:00	  136.000	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.333	    0.020
 01/12/2009 02:40:00	  136.083	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.000	    0.000	    0.000	    0.330	    0.053
 01/12/2009 02:45:00	  136.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.053
 01/12/2009 02:50:00	  136.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.052
 01/12/2009 02:55:00	  136.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.052
 01/12/2009 03:00:00	  136.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.051
 01/12/2009 03:05:00	  136.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.051
 01/12/2009 03:10:00	  136.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.050
 01/12/2009 03:15:00	  136.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.050
 01/12/2009 03:20:00	  136.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.050
 01/12/2009 03:25:00	  136.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.049
 01/12/2009 03:30:00	  136.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.049
 01/12/2009 03:35:00	  137.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.048
 01/12/2009 03:40:00	  137.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.048
 01/12/2009 03:45:00	  137.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.047
 01/12/2009 03:50:00	  137.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.047
 01/12/2009 03:55:00	  137.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.047
 01/12/2009 04:00:00	  137.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.046
 01/12/2009 04:05:00	  137.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.046
 01/12/2009 04:10:00	  137.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.045
 01/12/2009 04:15:00	  137.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.045
 01/12/2009 04:20:00	  137.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.045
 01/12/2009 04:25:00	  137.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.044
 01/12/2009 04:30:00	  137.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.044
 01/12/2009 04:35:00	  138.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.044
 01/12/2009 04:40:00	  138.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.043
 01/12/2009 04:45:00	  138.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.043
 01/12/2009 04:50:00	  138.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.043
 01/12/2009 04:55:00	  138.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.042
 01/12/2009 05:00:00	  138.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.042
 01/12/2009 05:05:00	  138.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.042
 01/12/2009 05:10:00	  138.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.041
 01/12/2009 05:15:00	  138.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.041
 01/12/2009 05:20:00	  138.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.041
 01/12/2009 05:25:00	  138.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.040
 01/12/2009 05:30:00	  138.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.040
 01/12/2009 05:35:00	  139.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.040
 01/12/2009 05:40:00	  139.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
 01/12/2009 05:45:00	  139.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
 01/12/2009 05:50:00	  139.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
 01/12/2009 05:55:00	  139.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.038
 01/12/2009 06:00:00	  139.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.038
 01/12/2009 06:05:00	  139.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.038
 01/12/2009 06:10:00	  139.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.038
 01/12/2009 06:15:00	  139.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.037
 01/12/2009 06:20:00	  139.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.037
 01/12/2009 22:10:00	  155.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.330	    0.014
 01/12/2009 22:15:00	  155.667	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.333	    0.014
 01/12/2009 22:20:00	  155.750	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.000	    0.000	    0.000	    0.330	    0.047
 01/12/2009 22:25:00	  155.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.047
 01/12/2009 22:30:00	  155.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.046
 01/12/2009 22:35:00	  156.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.046
 01/12/2009 22:40:00	  156.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.046
 01/12/2009 22:45:00	  156.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.045
 01/12/2009 22:50:00	  156.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.045
 01/12/2009 22:55:00	  156.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.044
 01/12/2009 23:00:00	  156.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.044
 01/12/2009 23:05:00	  156.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.044
 01/12/2009 23:10:00	  156.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.043
 01/12/2009 23:15:00	  156.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.043
 01/12/2009 23:20:00	  156.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.043
 01/12/2009 23:25:00	  156.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.042
 01/12/2009 23:30:00	  156.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.042
 01/12/2009 23:35:00	  157.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.042
 01/12/2009 23:40:00	  157.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.041
 01/12/2009 23:45:00	  157.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.041
 01/12/2009 23:50:00	  157.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.041
 01/12/2009 23:55:00	  157.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.040
 01/13/2009 00:00:00	  157.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.040
 01/13/2009 00:05:00	  157.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.040
 01/13/2009 00:10:00	  157.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
 01/13/2009 00:15:00	  157.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
 01/13/2009 00:20:00	  157.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
