SWMM5 LID Report File

Project:  
LID Unit: GreenRoof in Subcatchment FS10

                    	  Elapsed	    Total	    Total	  Surface	 Pavement	     Soil	  Storage	  Surface	    Drain	  Surface	 Pavement	     Soil	  Storage
                    	     Time	   Inflow	     Evap	    Infil	     Perc	     Perc	    Exfil	   Runoff	  OutFlow	    Level	    Level	 Moisture	    Level
Date        Time    	    Hours	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	   inches	   inches	  Content	   inches
----------- --------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------
 01/08/2009 06:00:00	   43.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.019	    0.000	    0.000	    0.330	    0.217
 01/08/2009 06:05:00	   43.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.018	    0.000	    0.000	    0.330	    0.212
 01/08/2009 06:10:00	   43.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.018	    0.000	    0.000	    0.330	    0.207
 01/08/2009 06:15:00	   43.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.017	    0.000	    0.000	    0.330	    0.202
 01/08/2009 06:20:00	   43.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.016	    0.000	    0.000	    0.330	    0.198
 01/08/2009 06:25:00	   43.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.016	    0.000	    0.000	    0.330	    0.193
 01/08/2009 06:30:00	   43.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.015	    0.000	    0.000	    0.330	    0.189
 01/08/2009 06:35:00	   44.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.015	    0.000	    0.000	    0.330	    0.185
 01/08/2009 06:40:00	   44.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.014	    0.000	    0.000	    0.330	    0.181
 01/08/2009 06:45:00	   44.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.014	    0.000	    0.000	    0.330	    0.177
 01/08/2009 06:50:00	   44.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.013	    0.000	    0.000	    0.330	    0.174
 01/08/2009 06:55:00	   44.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.013	    0.000	    0.000	    0.330	    0.170
 01/08/2009 07:00:00	   44.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.012	    0.000	    0.000	    0.330	    0.167
 01/08/2009 07:05:00	   44.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.012	    0.000	    0.000	    0.330	    0.163
 01/08/2009 07:10:00	   44.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.011	    0.000	    0.000	    0.330	    0.160
 01/08/2009 07:15:00	   44.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.011	    0.000	    0.000	    0.330	    0.157
 01/08/2009 07:20:00	   44.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.011	    0.000	    0.000	    0.330	    0.154
 01/08/2009 07:25:00	   44.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.010	    0.000	    0.000	    0.330	    0.151
 01/08/2009 07:30:00	   44.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.010	    0.000	    0.000	    0.330	    0.148
 01/08/2009 07:35:00	   45.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.010	    0.000	    0.000	    0.330	    0.146
 01/08/2009 07:40:00	   45.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.009	    0.000	    0.000	    0.330	    0.143
 01/08/2009 07:45:00	   45.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.009	    0.000	    0.000	    0.330	    0.140
 01/08/2009 07:50:00	   45.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.009	    0.000	    0.000	    0.330	    0.138
 01/08/2009 07:55:00	   45.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.009	    0.000	    0.000	    0.330	    0.136
 01/08/2009 08:00:00	   45.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.133
 01/08/2009 08:05:00	   45.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.131
 01/08/2009 08:10:00	   45.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.129
 01/08/2009 08:15:00	   45.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.127
 01/08/2009 08:20:00	   45.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.125
 01/08/2009 08:25:00	   45.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.123
 01/08/2009 08:30:00	   45.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.121
 01/08/2009 08:35:00	   46.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.119
 01/08/2009 08:40:00	   46.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.117
 01/08/2009 08:45:00	   46.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.115
 01/08/2009 08:50:00	   46.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.113
 01/08/2009 08:55:00	   46.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.111
 01/08/2009 09:00:00	   46.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.110
 01/08/2009 09:05:00	   46.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.108
 01/08/2009 09:10:00	   46.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.106
 01/08/2009 09:15:00	   46.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.105
 01/08/2009 09:20:00	   46.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.103
 01/08/2009 09:25:00	   46.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.102
 01/08/2009 09:30:00	   46.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.100
 01/08/2009 09:35:00	   47.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.099
 01/08/2009 09:40:00	   47.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.098
 01/08/2009 09:45:00	   47.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.096
 01/08/2009 09:50:00	   47.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.095
 01/08/2009 09:55:00	   47.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.094
 01/08/2009 10:00:00	   47.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.092
 01/08/2009 10:05:00	   47.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.091
 01/08/2009 10:10:00	   47.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.090
 01/08/2009 10:15:00	   47.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.089
 01/08/2009 10:20:00	   47.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.088
 01/08/2009 10:25:00	   47.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.087
 01/08/2009 10:30:00	   47.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.085
 01/08/2009 10:35:00	   48.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.084
 01/08/2009 10:40:00	   48.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.083
 01/08/2009 10:45:00	   48.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.082
 01/08/2009 10:50:00	   48.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.081
 01/08/2009 10:55:00	   48.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.080
 01/08/2009 11:00:00	   48.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.079
 01/08/2009 11:05:00	   48.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.078
 01/08/2009 11:10:00	   48.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.077
 01/08/2009 11:15:00	   48.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.076
 01/08/2009 11:20:00	   48.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.076
 01/08/2009 11:25:00	   48.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.075
 01/08/2009 11:30:00	   48.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.074
 01/08/2009 11:35:00	   49.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.073
 01/08/2009 11:40:00	   49.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.072
 01/08/2009 11:45:00	   49.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.071
 01/08/2009 11:50:00	   49.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.070
 01/08/2009 11:55:00	   49.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.070
 01/08/2009 12:00:00	   49.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.069
 01/08/2009 12:05:00	   49.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.068
 01/08/2009 12:10:00	   49.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.067
 01/08/2009 12:15:00	   49.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.067
 01/08/2009 12:20:00	   49.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.066
 01/08/2009 12:25:00	   49.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.065
 01/08/2009 12:30:00	   49.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.065
 01/08/2009 12:35:00	   50.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.064
 01/08/2009 12:40:00	   50.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.063
 01/08/2009 12:45:00	   50.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.063
 01/08/2009 12:50:00	   50.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.062
 01/08/2009 12:55:00	   50.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.061
 01/08/2009 13:00:00	   50.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.061
 01/08/2009 13:05:00	   50.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.060
 01/08/2009 13:10:00	   50.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.059
 01/08/2009 13:15:00	   50.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.059
 01/08/2009 13:20:00	   50.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.058
 01/08/2009 13:25:00	   50.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.058
 01/08/2009 13:30:00	   50.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.057
 01/08/2009 13:35:00	   51.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.057
 01/08/2009 13:40:00	   51.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.056
 01/08/2009 13:45:00	   51.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.056
 01/08/2009 13:50:00	   51.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.055
 01/08/2009 13:55:00	   51.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.054
 01/08/2009 14:00:00	   51.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.054
 01/08/2009 14:05:00	   51.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.053
 01/08/2009 14:10:00	   51.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.053
 01/08/2009 14:15:00	   51.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.052
 01/08/2009 14:20:00	   51.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.052
 01/08/2009 14:25:00	   51.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.052
 01/08/2009 14:30:00	   51.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.051
 01/08/2009 14:35:00	   52.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.051
 01/08/2009 14:40:00	   52.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.050
 01/08/2009 14:45:00	   52.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.050
 01/08/2009 14:50:00	   52.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.049
 01/08/2009 14:55:00	   52.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.049
 01/08/2009 15:00:00	   52.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.048
 01/08/2009 15:05:00	   52.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.048
 01/08/2009 15:10:00	   52.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.048
 01/08/2009 15:15:00	   52.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.047
 01/08/2009 15:20:00	   52.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.047
 01/08/2009 15:25:00	   52.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.046
 01/08/2009 15:30:00	   52.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.046
 01/08/2009 15:35:00	   53.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.046
 01/08/2009 15:40:00	   53.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.045
 01/08/2009 15:45:00	   53.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.045
 01/08/2009 15:50:00	   53.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.044
 01/08/2009 15:55:00	   53.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.044
 01/08/2009 16:00:00	   53.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.044
 01/08/2009 16:05:00	   53.500	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.333	    0.043
 01/08/2009 16:10:00	   53.583	    0.120	   0.0000	    0.120	    0.000	    0.120	    0.000	   0.000	    0.001	    0.000	    0.000	    0.333	    0.076
 01/08/2009 16:15:00	   53.667	    0.120	   0.0000	    0.120	    0.000	    0.120	    0.000	   0.000	    0.003	    0.000	    0.000	    0.333	    0.109
 01/08/2009 16:20:00	   53.750	    0.120	   0.0000	    0.120	    0.000	    0.120	    0.000	   0.000	    0.006	    0.000	    0.000	    0.333	    0.140
 01/08/2009 16:25:00	   53.833	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.009	    0.000	    0.000	    0.330	    0.171
 01/08/2009 16:30:00	   53.917	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.012	    0.000	    0.000	    0.333	    0.168
 01/08/2009 16:35:00	   54.000	    0.120	   0.0000	    0.120	    0.000	    0.120	    0.000	   0.000	    0.012	    0.000	    0.000	    0.333	    0.198
 01/08/2009 16:40:00	   54.083	    0.120	   0.0000	    0.120	    0.000	    0.120	    0.000	   0.000	    0.016	    0.000	    0.000	    0.333	    0.227
 01/08/2009 16:45:00	   54.167	    0.120	   0.0000	    0.120	    0.000	    0.120	    0.000	   0.000	    0.020	    0.000	    0.000	    0.333	    0.255
 01/08/2009 16:50:00	   54.250	    0.120	   0.0000	    0.120	    0.000	    0.120	    0.000	   0.000	    0.024	    0.000	    0.000	    0.333	    0.281
 01/08/2009 16:55:00	   54.333	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.028	    0.000	    0.000	    0.330	    0.307
 01/08/2009 17:00:00	   54.417	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.033	    0.000	    0.000	    0.333	    0.298
 01/08/2009 17:05:00	   54.500	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.031	    0.000	    0.000	    0.330	    0.322
 01/08/2009 17:10:00	   54.583	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.036	    0.000	    0.000	    0.333	    0.312
 01/08/2009 17:15:00	   54.667	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.034	    0.000	    0.000	    0.330	    0.336
 01/08/2009 17:20:00	   54.750	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.038	    0.000	    0.000	    0.333	    0.326
 01/08/2009 17:25:00	   54.833	    0.120	   0.0000	    0.120	    0.000	    0.120	    0.000	   0.000	    0.036	    0.000	    0.000	    0.333	    0.349
 01/08/2009 17:30:00	   54.917	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.041	    0.000	    0.000	    0.330	    0.371
 01/08/2009 17:35:00	   55.000	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.045	    0.000	    0.000	    0.333	    0.358
 01/08/2009 17:40:00	   55.083	    0.120	   0.0000	    0.120	    0.000	    0.120	    0.000	   0.000	    0.043	    0.000	    0.000	    0.333	    0.380
 01/08/2009 17:45:00	   55.167	    0.120	   0.0000	    0.120	    0.000	    0.120	    0.000	   0.000	    0.047	    0.000	    0.000	    0.333	    0.400
 01/08/2009 17:50:00	   55.250	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.051	    0.000	    0.000	    0.330	    0.419
 01/08/2009 17:55:00	   55.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.055	    0.000	    0.000	    0.330	    0.404
 01/08/2009 18:00:00	   55.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.052	    0.000	    0.000	    0.330	    0.390
 01/08/2009 18:05:00	   55.500	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.049	    0.000	    0.000	    0.333	    0.376
 01/08/2009 18:10:00	   55.583	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.046	    0.000	    0.000	    0.330	    0.397
 01/08/2009 18:15:00	   55.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.050	    0.000	    0.000	    0.330	    0.383
 01/08/2009 18:20:00	   55.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.047	    0.000	    0.000	    0.330	    0.369
 01/08/2009 18:25:00	   55.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.045	    0.000	    0.000	    0.330	    0.357
 01/08/2009 18:30:00	   55.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.042	    0.000	    0.000	    0.330	    0.345
 01/08/2009 18:35:00	   56.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.040	    0.000	    0.000	    0.330	    0.334
 01/08/2009 18:40:00	   56.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.038	    0.000	    0.000	    0.330	    0.324
 01/08/2009 18:45:00	   56.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.036	    0.000	    0.000	    0.330	    0.314
 01/08/2009 18:50:00	   56.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.034	    0.000	    0.000	    0.330	    0.304
 01/08/2009 18:55:00	   56.333	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.032	    0.000	    0.000	    0.333	    0.295
 01/08/2009 19:00:00	   56.417	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.031	    0.000	    0.000	    0.330	    0.320
 01/08/2009 19:05:00	   56.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.035	    0.000	    0.000	    0.330	    0.310
 01/08/2009 19:10:00	   56.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.033	    0.000	    0.000	    0.330	    0.301
 01/08/2009 19:15:00	   56.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.032	    0.000	    0.000	    0.330	    0.292
 01/08/2009 19:20:00	   56.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.030	    0.000	    0.000	    0.330	    0.284
 01/08/2009 19:25:00	   56.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.029	    0.000	    0.000	    0.330	    0.276
 01/08/2009 19:30:00	   56.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.027	    0.000	    0.000	    0.330	    0.268
 01/08/2009 19:35:00	   57.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.026	    0.000	    0.000	    0.330	    0.261
 01/08/2009 19:40:00	   57.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.025	    0.000	    0.000	    0.330	    0.254
 01/08/2009 19:45:00	   57.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.024	    0.000	    0.000	    0.330	    0.247
 01/08/2009 19:50:00	   57.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.023	    0.000	    0.000	    0.330	    0.241
 01/08/2009 19:55:00	   57.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.022	    0.000	    0.000	    0.330	    0.235
 01/08/2009 20:00:00	   57.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.021	    0.000	    0.000	    0.330	    0.229
 01/08/2009 20:05:00	   57.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.020	    0.000	    0.000	    0.330	    0.223
